reviews	canonical_rebuttals
"The column ""FLOPS"" in the result seems to measure the speedup, whereas the actual FLOPS should be less when the speed increases.' [SEP] 'rebuttal_future"	For these reasons (and more provided below), we thus think it more fair (and necessary) to make such experiments the subject of a future paper.
The imagenet experiment lacks details.' [SEP] 'rebuttal_by-cr	5. We will add more details about the experiments to the appendix.
In summary, I think this is interesting work, but a clearer explanation of the relationship between HRL and MARL, as well as a clearer main argument, supported by experimental evidence, would greatly improve this paper.' [SEP] 'rebuttal_by-cr	5. We will add more details about the experiments to the appendix.
While the use of a GAN in general will make the results less blurry and visually appealing, it does not necessarily mean that the samples it generates are going to be plausible or better.' [SEP] 'rebuttal_by-cr	- Table 3 is indeed confusing, this is a good point. We will correct it.
"The column ""FLOPS"" in the result seems to measure the speedup, whereas the actual FLOPS should be less when the speed increases.' [SEP] 'rebuttal_by-cr"	- Table 3 is indeed confusing, this is a good point. We will correct it.
Tiny detail: The axes of several of the plots given in the paper mis the lables which makes it hard to read. Straightforward to fix, but worth mentioning nevertheless.' [SEP] 'rebuttal_done	Thanks for this; we have updated the draft to make the presentation clearer.
The input and output types of each block in Figure 1. should be clearly stated.' [SEP] 'rebuttal_done	Thanks for this; we have updated the draft to make the presentation clearer.
"I believe that's what ""Pred (One Step)"" expresses, but it would maybe be generally helpful to be more precise about the notation' [SEP] 'rebuttal_social"	We thank the reviewer for the questions on optimization ability, generalization error, etc. These are interesting research directions.
In addition, the subindex ‘1’ of the point ‘q’ is not explained.' [SEP] 'rebuttal_social	We thank the reviewer for the questions on optimization ability, generalization error, etc. These are interesting research directions.
This needs to be changed: a) you should run all the baselines for each of the current tasks b) you should also expand the experiments evaluated to include tasks where it is not obvious that a hierarchy would help/is necessary c) you should include more baselines.' [SEP] 'rebuttal_reject-criticism	While we are fastidious in our experimental description in Section 3, we think it is necessary since this is the foundational section of the paper.
I would imagine that even if an embedding X is a bit noisy, because not exactly equal to gamma(P) where P is the expression it represents, you could consider doing the propagation with gamma(G(X)).' [SEP] 'rebuttal_reject-criticism	While we are fastidious in our experimental description in Section 3, we think it is necessary since this is the foundational section of the paper.
3. The graph neural networks used in the model are not described in the paper, only a reference to Paliwal et al (2019) is given.' [SEP] 'rebuttal_answer	As explained in the response to Reviewer 1, despite all our efforts, we found the technical challenges insurmountable given our computational and engineering resources.
It would be helpful to have a brief paragraph describing this architecture, for readers not familiar with the referenced paper.' [SEP] 'rebuttal_answer	As explained in the response to Reviewer 1, despite all our efforts, we found the technical challenges insurmountable given our computational and engineering resources.
- The shown inception scores are far from state-of-the-art.' [SEP] 'rebuttal_answer	Also, in the revised document, we have expanded the caption of Table 1 to make sure that it is clear what a certified is and that a larger radii is better.
But the paper only provides empirical results on sentimental analysis and digit recognition.' [SEP] 'rebuttal_answer	Also, in the revised document, we have expanded the caption of Table 1 to make sure that it is clear what a certified is and that a larger radii is better.
Hence, I am not very sure whether the novelty of the paper is significant.' [SEP] 'rebuttal_reject-criticism	However, our work differs in two major ways:
This was a fun, albeit incremental paper.' [SEP] 'rebuttal_reject-criticism	However, our work differs in two major ways:
- Lack of sufficient technical detail on models and dataset' [SEP] 'rebuttal_answer	We purposely traded breadth for depth in our investigations, and we will go even deeper in the additional experiments that the upcoming revision will contain.
4. How large is the training set of (T, P) pairs? I don't think this is mentioned in the paper.' [SEP] 'rebuttal_answer	We purposely traded breadth for depth in our investigations, and we will go even deeper in the additional experiments that the upcoming revision will contain.
In my opinion, due to how many researchers are and have been looking into improvements of language modeling, the authors may find it hard to break new ground in this direction.' [SEP] 'rebuttal_answer	We also didn't choose particular hyperparameters to ensure diversity for our models, and we expect some improvement in diversity in the new sets of experiments.
While the presentation is clear and the evaluation of the model is thorough, I am unsure of the significance of the proposed method.' [SEP] 'rebuttal_answer	We also didn't choose particular hyperparameters to ensure diversity for our models, and we expect some improvement in diversity in the new sets of experiments.
Therefore, I don’t find interesting to report how DDGC improve upon “no baseline”, because known methods do even better.' [SEP] 'rebuttal_done	We also included the suggested related work (Balduzzi et al. 2018) in Section 5.
"- In the appendix, the statement ""Sarkar (2011) show that a similar statement as in Theorem 2 holds for a very general class of trees"" is confusing to me. The ""general class"", as far as I know, is actually *all* trees, weighted or unweighted.' [SEP] 'rebuttal_done"	We also included the suggested related work (Balduzzi et al. 2018) in Section 5.
Because, the results are only shown on one dataset, it is harder to see how one might extend this work to other form of questions on slightly harder datasets.' [SEP] 'rebuttal_reject-criticism	Actually, we have evaluated the proposed methods by conducting experiments in many datasets and observed the similar results.
It is necessary to test it on datasets with much more fine classes and much-complicated hierarchy, e.g., ImageNet, MS COCO or their subsets, which have ideal class hierarchy structures.' [SEP] 'rebuttal_reject-criticism	Actually, we have evaluated the proposed methods by conducting experiments in many datasets and observed the similar results.
In some RL tasks, it is not allowed to access the RAM state.' [SEP] 'rebuttal_summary	This supplementary material contains code to replicate all figures but also additional experiments to test the effect of the different parameters.
"When you say that full-matrix computation ""requires taking the inverse square root"", I assume you know that is not really correct?' [SEP] 'rebuttal_summary"	This supplementary material contains code to replicate all figures but also additional experiments to test the effect of the different parameters.
Although I really appreciate the authors' efforts on providing implementational details in the appendix, the code and data do not seem to be publicly available, and I'm expecting that the implementation of this technique is relatively hard due to their complex designs of the generator and discriminator.' [SEP] 'rebuttal_reject-request	Due to the space restriction, however, we cannot present them all in the paper.
While reviewing this paper I went back and read the EN-DE evaluation data for the last few years trying to see how often I could reason that images would help and I came up severely lacking.' [SEP] 'rebuttal_reject-request	Due to the space restriction, however, we cannot present them all in the paper.
- it is not really clear to be what data the graphs show: the boxplots show 5% of what data? does it also include the models obtained by gaussian process regression? and what about the line plots, is it the best model so far as you train more and more models? if so, how are those models chosen and ordered? are they the results of single models or average of multiple ones?' [SEP] 'rebuttal_concede-criticism	We apologize for unclear description of experimental settings.
"* The descriptor distributions in Figure 3 don't look like an ""almost exact match"" to me (as claimed in the text).' [SEP] 'rebuttal_concede-criticism"	We apologize for unclear description of experimental settings.
* The biggest problem for me was the unconvincing results.' [SEP] 'rebuttal_concede-criticism	We acknowledge that Section 3, which is a preliminary analysis, may confuse the reader in the first place.
I would suggest the authors to either introduce the two problems earlier or to simply say that near-optimal results are achieved, without giving detailed results, because it is very hard to understand them without any introduction of the task being achieved.' [SEP] 'rebuttal_concede-criticism	We acknowledge that Section 3, which is a preliminary analysis, may confuse the reader in the first place.
Given the title of the paper, it would have been nice if this paper explored more than just MNIST vs NotMNIST and SVHN vs CIFAR10, so that the readers can gain a better feel for when generative models will be able to detect outliers.' [SEP] 'rebuttal_mitigate-criticism	We have opted, in this submission, to focus on our primary application domain, which is intuitive physics.
The second order analysis is good but it seems to come down to just a measure of the empirical variances of the datasets.' [SEP] 'rebuttal_mitigate-criticism	We have opted, in this submission, to focus on our primary application domain, which is intuitive physics.
The results of the paper do not give major insights into what are the preferred techniques for training GANs, and certainly not why and under what circumstances they'll work.' [SEP] 'rebuttal_done	We will update the labels in the ablation table to make this more clear.
The results  are overall not very impressive.' [SEP] 'rebuttal_done	We will update the labels in the ablation table to make this more clear.
However, this only affects the method of drawing the samples from a fixed known distribution and should have no more effect on the results than say a choice of a pseudo-random number generator.' [SEP] 'rebuttal_structuring	So, two responses are given below.
2. As to the results of the Pose2Pose network, I wonder if there are some artifacts that will affect the performance of the Pose2Frame network.' [SEP] 'rebuttal_structuring	So, two responses are given below.
Another somewhat jarring fact about the alt-az convolution is that it is not well defined on the south pole.' [SEP] 'rebuttal_structuring	"""Some technical details are missing."
-Something is a bit weird with the FGM results. While it is a weaker attack, a 0%/100% disparity between it and every other' [SEP] 'rebuttal_structuring	"""Some technical details are missing."
The biased introduced via this truncation has been studied in great depth in [3] and shown to be harmful.' [SEP] 'rebuttal_by-cr	Nonetheless, we will cite it and discuss its approach in comparison to ours in the related work section of the final revised version of our paper.
I believe it will not be great, but I think for completeness, you should add such a baseline.' [SEP] 'rebuttal_by-cr	Nonetheless, we will cite it and discuss its approach in comparison to ours in the related work section of the final revised version of our paper.
1). Why minimizing the upper bound in this scenario would help to minimize the loss on the target domain, when the upper bound can be substantially huge? How about just evaluate \alpha by the closeness of the source domain with the target domain?' [SEP] 'rebuttal_social	[A3] We were very impressed with the mathematical detail of the reviewer’s comment and thanked you to the reviewer again. If the reviewer agrees with our argument, we will reflect the argument in our paper.
However, it does exclude some popular activation families, such as the polynomial activation, which were proven effective in multiple areas.' [SEP] 'rebuttal_social	[A3] We were very impressed with the mathematical detail of the reviewer’s comment and thanked you to the reviewer again. If the reviewer agrees with our argument, we will reflect the argument in our paper.
I believe it will not be great, but I think for completeness, you should add such a baseline.' [SEP] 'rebuttal_structuring	Q4. Updated abstract and performance evaluation.
Better literature review to reflect the relevant previous video action recognitions, especially those on video compositional models.' [SEP] 'rebuttal_structuring	Q4. Updated abstract and performance evaluation.
The paper shows two applications (semi-supervised learning and novelty detection) and it is not clear that the proposed method outperforms existing GAN methods in the classification accuracy in MNIST/SVHN/CIFAR10 (Table 1) and existing sampling methods (Table. 3).' [SEP] 'rebuttal_mitigate-criticism	We also compared to other methods demonstrating the better scalability of our approach, cf. Table 2.
It seems that the discriminator takes a whole sequence as input, but some precision on how this done could be added.' [SEP] 'rebuttal_mitigate-criticism	We also compared to other methods demonstrating the better scalability of our approach, cf. Table 2.
As is, the counter example proof itself is quite confusing: it would really help if the proof was more formal.' [SEP] 'rebuttal_summary	In terms of GR, we are trying to address the two open questions mentioned above.
For example, it is unclear to me why some larger models are not amenable to truncation.' [SEP] 'rebuttal_summary	In terms of GR, we are trying to address the two open questions mentioned above.
In terms of applicability, it seems that many cases where discrete latent variables would be really interesting are not covered (e.g. sigmoid belief networks); the paper demonstrates experiments with discrete images (binary or 4-bit) not particularly motivated in my opinion.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
Specifically, the author mentioned Tsai et al. assumed factorized latent variables from the multimodal data, while Tsai et al. actually assumed the generation of multimodal data consists of disentangled modality-specific and multimodal factors.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
The paper also misses relevant citations of similar questions from the field of (probabilistic) matrix factorization and relational learning.' [SEP] 'rebuttal_summary	Actually we was going to cite this paper yet considering the significant difference we finally did not cite it in the original version.
This is a thriving area that requires a careful literature review.' [SEP] 'rebuttal_summary	Actually we was going to cite this paper yet considering the significant difference we finally did not cite it in the original version.
It is also not clear to me how domain translation is relevant to continual learning.' [SEP] 'rebuttal_future	We leave it as a future work to study where the clear boundary is.
My biggest concern in the methodology, however, has to do with the selection of the matrix variate normal prior for the weights and the imposition of diagonal covariances (diag(a) and diag(b)).' [SEP] 'rebuttal_future	We leave it as a future work to study where the clear boundary is.
It is fine, but it seems weird that the author still mentioned the setup of MNIST+SVHN in the main text.' [SEP] 'rebuttal_concede-criticism	Thanks, these help improve the presentation greatly (we realize we wrote the exposition more  from a theoretical view and missed important ML details).
"Some statements don't make sense, however, eg. ""HSIC-based estimators tend to have loose confidence intervals due to the need to bound generalization error of kernels f and g on unseen data points.' [SEP] 'rebuttal_concede-criticism"	Thanks, these help improve the presentation greatly (we realize we wrote the exposition more  from a theoretical view and missed important ML details).
3. This apart, I think that the experiment section is pretty hard to read, given all the metrics and methodology is in the Appendix.' [SEP] 'rebuttal_answer	We added new experiments showing the agent can learn to manipulate two balls.
The experimental section includes various mistakes (see under minor) and misses to describe figures, leading to the assumption that additional time is required for a more detailed evaluation of the algorithm (including more domains and in particular baselines).' [SEP] 'rebuttal_answer	We added new experiments showing the agent can learn to manipulate two balls.
There were some experimental details that were poorly explained but in general the paper was readable.' [SEP] 'rebuttal_concede-criticism	A : We apologize to the reviewer for the lack of clarity in the manuscript. We have modified our expression.
- Also, for MISC-r experiments, the weights between the intrinsic reward bonus and the extrinsic reward are not specified in the paper.' [SEP] 'rebuttal_concede-criticism	A : We apologize to the reviewer for the lack of clarity in the manuscript. We have modified our expression.
The current experimental settings are not matched with the practice environment.' [SEP] 'rebuttal_concede-criticism	2) For the experiment, we will train our experiments longer and modify our network.
this is important since all your experiments rely on that assumption.' [SEP] 'rebuttal_concede-criticism	2) For the experiment, we will train our experiments longer and modify our network.
little improvements over the baselines or even significantly worse. More importantly,' [SEP] 'rebuttal_concede-criticism	Nevertheless, we agree with your comments that it is more meaningful to emphasize our improvement over the state-of-the-art training methods.
* first paragraph page 2: some references to causality literature and definition of spuriousness as common cause' [SEP] 'rebuttal_concede-criticism	Nevertheless, we agree with your comments that it is more meaningful to emphasize our improvement over the state-of-the-art training methods.
While, the paper is a plaisant read, I find difficult to access its importance and the applicability of the ideas presented beyond the analogy with the capacity computation. Perhaps other referee will have a clearer opinion.' [SEP] 'rebuttal_done	In the new revision, we have added a discussion section to make a case for this.
(2) The method is not well motivated.' [SEP] 'rebuttal_done	In the new revision, we have added a discussion section to make a case for this.
If so it would be better to define the operator in a more general notation.' [SEP] 'rebuttal_social	We will gladly provide files with the trained weights and also fully trained neural networks on request.
Section 3 too much redundancy -- it just explains that SVHN has a higher likelihood when trained on CIFAR, and a few variations of the same experiment.' [SEP] 'rebuttal_social	We will gladly provide files with the trained weights and also fully trained neural networks on request.
1) The motivation is unclear and overall structure of the paper is confusing.' [SEP] 'rebuttal_done	We attempted to much  improve the clarity of our paper by adding further explanations and correcting typos in many places.
The writing is understandable for the most part, but the paper seems to lack focus - there is no clear take home message.' [SEP] 'rebuttal_done	We attempted to much  improve the clarity of our paper by adding further explanations and correcting typos in many places.
The advantage of this random encoding was to reduce the number of parameters for an embedding layer, but the results showed we gained much PPL from a 25% reduction in embedding size (Table 1).' [SEP] 'rebuttal_reject-request	Unfortunately, we cannot release the dataset, since we do not own the videos, but we will share our code.
4. How sensitive are the results to the number of adaptive kernels in the layers.' [SEP] 'rebuttal_reject-request	Unfortunately, we cannot release the dataset, since we do not own the videos, but we will share our code.
However, as presented these ideas are poorly justified and careful comparisons against sensible baselines are missing.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
- The WGAN-GP baseline is very weak, i.e. does not show any reasonable generated images (Fig. 9).' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
"Section 2.1 is where the method is proposed, yet most of the descriptions there are unclear. Without these details it is impossible to judge the novelty of the ""rule-based concept extractor"", which is the key technical innovation.' [SEP] 'rebuttal_reject-request"	Though this is an interesting direction, it is outside the scope of the work we present here, which concerns itself with the learned representations themselves.
It would be better if the authors were a little more careful in their use of terminology here.' [SEP] 'rebuttal_reject-request	Though this is an interesting direction, it is outside the scope of the work we present here, which concerns itself with the learned representations themselves.
4. Mean field analysis, although it lends an insight into the statistics of the activations, needs to connected with empirical observations.' [SEP] 'rebuttal_concede-criticism	As a follow-up, for existing datasets, our next steps include investigating how to make these adjustments in a cost-effective way.
Moreover, said the analysis is in my opinion not sufficiently rigorous, with hand-wavy arguments, no formal proof and unclear terms (e.g. how do you define near-optimal?)' [SEP] 'rebuttal_concede-criticism	As a follow-up, for existing datasets, our next steps include investigating how to make these adjustments in a cost-effective way.
First of all, the setup for the AE and VAE is not specified.' [SEP] 'rebuttal_concede-criticism	Thanks for pointing out that our original introduction to the names of baselines and models is not very clear.
How does the proposed method perform in more complicated tasks such as' [SEP] 'rebuttal_concede-criticism	Thanks for pointing out that our original introduction to the names of baselines and models is not very clear.
- It isn't clear from the tables that OCE_0.1 outperforms REINFORCE_Z (as is mentioned in the discussion).' [SEP] 'rebuttal_structuring	> Weakness: the presentation of the tables/bar charts in the experiment is a bit unclear.
Furthermore, the usage of the evaluation method unclear as well, it seems to be designed for evaluating the effectiveness of different adversarial attacks in Figure 2.' [SEP] 'rebuttal_structuring	> Weakness: the presentation of the tables/bar charts in the experiment is a bit unclear.
1) Provide stronger empirical results (these are not too convincing).' [SEP] 'rebuttal_done	We also added Figure 6 which better highlights the properties of the algorithms and we performed several additional studies, described either in the main text or in appendices.
* The biggest problem for me was the unconvincing results.' [SEP] 'rebuttal_done	We also added Figure 6 which better highlights the properties of the algorithms and we performed several additional studies, described either in the main text or in appendices.
Since this work takes the approach of allowing stale weight updates, the author should also compare with existing distributed training approaches that use asynchronous updates, with or without model parallelism, for example, Dean et al., 2012.' [SEP] 'rebuttal_reject-criticism	While we disagree, we did however undertake a significant effort to further clarify and provide additional evidence in the revised manuscript, taking into account these comments.
There is no experiment clearly shows convincing evidence of the correctness of the proposed approach or its utility compared to existing approaches (Xie & Ermon (2019); Kool et al. (2019); PlÂšotz & Roth (2018) ).' [SEP] 'rebuttal_reject-criticism	While we disagree, we did however undertake a significant effort to further clarify and provide additional evidence in the revised manuscript, taking into account these comments.
First, In Theorem 2, which seems to be a main result of the paper, the authors were concerned with the condition when W_{ji} >0, but there is not conclusion if W_{ji} =0.' [SEP] 'rebuttal_done	To show that we can easily include these features, we have included in our appendix some results including non-structural features.
Even with the hybrid method, the accuracy still drops.' [SEP] 'rebuttal_done	To show that we can easily include these features, we have included in our appendix some results including non-structural features.
- novelty: the additions proposed are small modifications to existing algorithms and there are other methods of attention on graphs which have been discussed in the paper but not directly compared to (e.g. this method builds heavily on Velickovic et al 2017)' [SEP] 'rebuttal_done	In addition to the locations specified by the reviewer, the first two paragraphs of Section 1 (especially the second paragraph) discuss several other related works.
While the section 4 has a discussion on related papers, there's no systematic experimental comparison across these methods.' [SEP] 'rebuttal_done	In addition to the locations specified by the reviewer, the first two paragraphs of Section 1 (especially the second paragraph) discuss several other related works.
"For example, I don't understand what does it mean in ""However, if training data is complete, ..... handle during missing data during test."" Another example would be the last few paragraphs on page 4; they are very unclear.' [SEP] 'rebuttal_answer"	Please see the last paragraph in page 5.
"For example, I have trouble understanding the sentence ""So the existed algorithms should be heuristic or it can get a bad result even we train the neural networks with lots of datasets."" in the introduction.' [SEP] 'rebuttal_answer"	Please see the last paragraph in page 5.
Ultimately this paper is interesting but falls well below the standards of exposition that I expect from a theory paper and doesn’t go very far at connecting the analysis back to the claimed motivation of investigating practical invariances. If the authors significantly improve the quality of the draft, I’ll be happy to revisit it and re-evaluate my score.' [SEP] 'rebuttal_reject-criticism	We respectfully disagree with the reviewer’s suggestion that a fundamentally distinct resource warrants only a whitepaper.
It reads very much like a STOC theory paper, and a lot of the key ML details that would be relevant to audience at this conference seem to have been shoved under the rug in a way.' [SEP] 'rebuttal_reject-criticism	We respectfully disagree with the reviewer’s suggestion that a fundamentally distinct resource warrants only a whitepaper.
The way the permutation, or the order of the data, accounts in the likelihood (2) does not make sense.' [SEP] 'rebuttal_done	Fig. 3 and other evaluations have been updated for the new test set.
Considering the small size of the corpus for the evaluation of a regularization method, the results even seem optimistic - it remains unclear, if this approach would readily scale to larger datasets.' [SEP] 'rebuttal_done	Fig. 3 and other evaluations have been updated for the new test set.
All in all, the results show that the proposed method provides a significant speedup with respect to Shim et al., but it lacks comparison with other methods in the literature.' [SEP] 'rebuttal_answer	Upon your suggestion, we would also add this random baseline in table 2 as well.
In addition, only the transformer baselines were considered, and it would seem natural to consider LSTM-based baselines, or some other related techniques.' [SEP] 'rebuttal_answer	Upon your suggestion, we would also add this random baseline in table 2 as well.
There were some experimental details that were poorly explained but in general the paper was readable.' [SEP] 'rebuttal_done	(6) We updated the appendix to address this. See “Training convergence” in Appendix D.2
This needs more elaboration. Is this way of training results expected? What is the lesson learned?' [SEP] 'rebuttal_done	(6) We updated the appendix to address this. See “Training convergence” in Appendix D.2
2. The authors should provide ablation study and analysis of their CTAugment.' [SEP] 'rebuttal_reject-criticism	Please see the 2nd paragraph of Sec. 4.1 and Lemma 7.15.
Moreover, said the analysis is in my opinion not sufficiently rigorous, with hand-wavy arguments, no formal proof and unclear terms (e.g. how do you define near-optimal?)' [SEP] 'rebuttal_reject-criticism	Please see the 2nd paragraph of Sec. 4.1 and Lemma 7.15.
The presented analysis seems to neglect the error term corresponding to the value function.' [SEP] 'rebuttal_answer	We focus on the noiseless case here to convey the main idea, since the analysis is already very involved.
- The analysis in [1] handles the case of noisy updates, whereas the analysis given here only works for exact updates.' [SEP] 'rebuttal_answer	We focus on the noiseless case here to convey the main idea, since the analysis is already very involved.
We think that this is not enough, and more extensive experimental results would provide a better paper.' [SEP] 'rebuttal_answer	These additional expositions further showcase the contributions of our work both on theoretical and practical online DL front.
The paper does not talk about settings where states of interest are not known, so all of the experiments are based on this strong assumption.' [SEP] 'rebuttal_answer	These additional expositions further showcase the contributions of our work both on theoretical and practical online DL front.
It is also not clear to me why these problems are important.' [SEP] 'rebuttal_structuring	Re. somewhat limited contribution:
The idea is an interesting one, but' [SEP] 'rebuttal_structuring	Re. somewhat limited contribution:
- I might have missed that, but are the authors offering an interpretation of their observation that the performance of the self-modulation model performs worse in the combination of spectral normalization and the SNDC architecture?' [SEP] 'rebuttal_reject-request	Finally on the same point, we have not used at this point any application, such as supervised learning,  as it is out of the scope of this paper. But we thank the reviewer for suggesting it.
Another concern is that the evaluation of domain adaptation does not have much varieties.' [SEP] 'rebuttal_reject-request	Finally on the same point, we have not used at this point any application, such as supervised learning,  as it is out of the scope of this paper. But we thank the reviewer for suggesting it.
However, the method they propose offers very little that is new when compared to e.g. Vaswani (https://arxiv.org/pdf/1706.03762.pdf, section 3.5) (the authors acknowledge this work several times).' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
6. Similar as above question, on the object counting task, is there a way to compare with previous counting methods?' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
- It is extremely hard to follow what exactly is going on; I believe a few illustrative examples would help make the paper much clearer; in fact the idea is not that abstract.' [SEP] 'rebuttal_structuring	Q2. It is extremely hard to follow what exactly is going on; I believe a few illustrative examples would help make the paper much clearer; in fact the idea is not that abstract.
- The problem setting description is neither formal nor intuitive which made it very hard for me to understand exactly the problem you are trying to solve.' [SEP] 'rebuttal_structuring	Q2. It is extremely hard to follow what exactly is going on; I believe a few illustrative examples would help make the paper much clearer; in fact the idea is not that abstract.
- it is not really clear to be what data the graphs show: the boxplots show 5% of what data? does it also include the models obtained by gaussian process regression? and what about the line plots, is it the best model so far as you train more and more models? if so, how are those models chosen and ordered? are they the results of single models or average of multiple ones?' [SEP] 'rebuttal_summary	Additional evidence that there is no overfitting is the good extrapolation results (section 7), as acknowledged by the reviewer.
The second order analysis is good but it seems to come down to just a measure of the empirical variances of the datasets.' [SEP] 'rebuttal_summary	Additional evidence that there is no overfitting is the good extrapolation results (section 7), as acknowledged by the reviewer.
"- There are better words than ""decent"" to describe the performance of DARTS, as it's very similar to the results in this work!' [SEP] 'rebuttal_answer"	We’ve also revised Appendix A.1 to cover details of how PPO is incorporated.
This paper presents non-trivial theoretical results that are worth to be published but as I argue below its has a weak relevance to practice and the applicability of the obtained results is unclear.' [SEP] 'rebuttal_answer	We’ve also revised Appendix A.1 to cover details of how PPO is incorporated.
Although I personally enjoyed reading the results that from control theory perspective are inline with GAN literature, the paper does not provide novel surprising results.' [SEP] 'rebuttal_structuring	> “The results are not strong. And, unfortunately, the model contribution currently is too modest.”
However, this limits the novelty of the results relative to existing literature.' [SEP] 'rebuttal_structuring	> “The results are not strong. And, unfortunately, the model contribution currently is too modest.”
- the higher-order features T*a*b are useful only when a is noun and b is an adjective: why not investigate using T to model higher-order interaction for all (a,b) pairs regardless of the syntactic relationships between a and b?' [SEP] 'rebuttal_reject-criticism	Therefore, to demonstrate the power of our approach further, we have also performed evaluation on the synthetic datasets.
Since the novelty of this work lies in the introduction of the CW distance, I would like to see an independent evaluation of this distance as a  general statistical distance measure (independently of its use in CWAE).' [SEP] 'rebuttal_reject-criticism	Therefore, to demonstrate the power of our approach further, we have also performed evaluation on the synthetic datasets.
#9) I think that MNIST is almost a toy experiment, since the crucial component of the proposed method is the prior modeling with the GAN.' [SEP] 'rebuttal_reject-criticism	However, we feel this maybe a bit harsh, as in the technical content of the paper (Abstract, Introduction, etc.), we have been very clear about the motivation and the problem setting, and do not think we did any form of false advertising.
However, unlike as advertised, the paper does not address the domain shift issue in meta-learning, and the experiments lack thorough evaluation as the paper considers itself as a meta-learning paper and only compares to other meta-learning approaches without much comparison to domain adaptation papers.' [SEP] 'rebuttal_reject-criticism	However, we feel this maybe a bit harsh, as in the technical content of the paper (Abstract, Introduction, etc.), we have been very clear about the motivation and the problem setting, and do not think we did any form of false advertising.
- The analysis in [1] handles the case of noisy updates, whereas the analysis given here only works for exact updates.' [SEP] 'rebuttal_done	Concerning including more comparison and ablations in the paper, we have performed an extended analysis of our method to the baselines across many environments.
"2.	What is the reason for using rule-based agents in all the experiments? It would have been more useful if all the analysis are done with RL agents rather than rule-based agents.' [SEP] 'rebuttal_done"	Concerning including more comparison and ablations in the paper, we have performed an extended analysis of our method to the baselines across many environments.
Only some heuristic results are obtained for them without rigorous theory.' [SEP] 'rebuttal_answer	Again, we think the exact inference accuracy of the model is somewhat orthogonal to our study.
Indeed, the manuscript introduces sample complexity results to justify the benefits of the out-of-sample procedure (th 1), but it seems to me that these give an incomplete picture.' [SEP] 'rebuttal_answer	Again, we think the exact inference accuracy of the model is somewhat orthogonal to our study.
The paper used very restricted Gaussian distributions for the formulation.' [SEP] 'rebuttal_summary	Thus, we suggested applying the domain translation to address this issue.
Finally, it is unclear how the authors have picked the best \lambda parameter for their approach? On page 5 they state that they “pick the value that results in a good trade-off between high uncertainty estimates and high prediction accuracy.” Does this mean that you get to observe the performance in the test in order to select the appropriate value for \lambda? If this is the case this is completely undesirable and is considered a bad practice.' [SEP] 'rebuttal_summary	Thus, we suggested applying the domain translation to address this issue.
It is a minor weak point that the algorithm can work only when the abstract state is obtained by the RAM state.' [SEP] 'rebuttal_reject-criticism	The selling point isn't the generality of the result, but rather the novelty of the approach and the potential it suggests for future work that would be more general.
- In Theorem 4.7 an expectation on g(x_a) is missing' [SEP] 'rebuttal_reject-criticism	The selling point isn't the generality of the result, but rather the novelty of the approach and the potential it suggests for future work that would be more general.
"The proposed method adapt a previously presented hierarchical clustering method in the ""standard space"" (Griffiths et al., 2004) to an embedding space defined by a variational autoencoder model.' [SEP] 'rebuttal_structuring"	> I am reluctant to give a higher score due to its incremental contribution.
The proposed approach is very similar to the CE method by Rubinstein (as stated by the authors in the related work section), limiting the contributions of this paper.' [SEP] 'rebuttal_structuring	> I am reluctant to give a higher score due to its incremental contribution.
It is not clear how the compression ratio in table 1 is obtained.' [SEP] 'rebuttal_answer	Please also refer to the main contribution (ii) of our response to Reviewer 2.
2. Even though Figure 2b shows that SVHN test likelihoods are higher than CIFAR test likelihoods, the overlap in the histograms of CIFAR-train and CIFAR-test is much higher than the overlap in CIFAR-train and SVHN-test.' [SEP] 'rebuttal_answer	Please also refer to the main contribution (ii) of our response to Reviewer 2.
- Did the experiments on CIFAR-10 and ImageNet use the cosine learning rate schedule [1]? If or if not, either way, you should specify it in a revised version of this paper, e.g. did you use the cosine schedule in the first 120 steps to train the shared parameters W, did you use it in the retraining from scratch?' [SEP] 'rebuttal_done	We have already uploaded our source codes as well as the demonstration videos to the following sites.
- Although the authors discussed the experiment setting in detail in supplements, I believe open-sourcing the code / software used to conduct the experiments would be greatly help with the reproducibility of the proposed method for researchers or practitioners.' [SEP] 'rebuttal_done	We have already uploaded our source codes as well as the demonstration videos to the following sites.
- The paper does not have a significant novel contribution, but rather extends GANs (improved-GAN mostly) with a manifold regularization, which has been explored in many other works Kumar et al. (2017) and Qi et al. (2018).' [SEP] 'rebuttal_mitigate-criticism	Nevertheless, although the experimental increases might not seem dramatic, they are statistically significant (we have added the statistical significance results to the appendix in the revised version).
